0,Project,Sector,MW,Zero Date,State,Scope,Region,Customer,PROJECT START_Schedule,PROJECT START_Schedule_Exp/Actual,SITE OPENING_Schedule,SITE OPENING_Schedule_Exp/Actual,CVL START_Schedule,CVL START_Schedule_Exp/Actual,BOILER ERECTION START_Schedule,BOILER ERECTION START_Schedule_Exp/Actual,DRUM LIFTING_Schedule,DRUM LIFTING_Schedule_Exp/Actual,CEILING GIRDER/SEPERATOR ERECTION COMPLETION_Schedule,CEILING GIRDER/SEPERATOR ERECTION COMPLETION_Schedule_Exp/Actual,HYDRAULIC TEST_Schedule,HYDRAULIC TEST_Schedule_Exp/Actual,BOILER LIGHT UP_Schedule,BOILER LIGHT UP_Schedule_Exp/Actual,ALKALI BOIL OUT COMPLETION_Schedule,ALKALI BOIL OUT COMPLETION_Schedule_Exp/Actual,EDTA START_Schedule,EDTA START_Schedule_Exp/Actual,EDTA COMPLETION_Schedule,EDTA COMPLETION_Schedule_Exp/Actual,STEAM BLOWING START_Schedule,STEAM BLOWING START_Schedule_Exp/Actual,STEAM BLOWING COMPLETION_Schedule,STEAM BLOWING COMPLETION_Schedule_Exp/Actual,NORMALIZATION_Schedule,NORMALIZATION_Schedule_Exp/Actual,CONDENSER ERECTION START_Schedule,CONDENSER ERECTION START_Schedule_Exp/Actual,TURBINE ERECTION START_Schedule,TURBINE ERECTION START_Schedule_Exp/Actual,TG BOX UP_Schedule,TG BOX UP_Schedule_Exp/Actual,OIL FLUSHING START_Schedule,OIL FLUSHING START_Schedule_Exp/Actual,OIL FLUSHING COMPLETION_Schedule,OIL FLUSHING COMPLETION_Schedule_Exp/Actual,BARRING GEAR_Schedule,BARRING GEAR_Schedule_Exp/Actual,ROLLING_Schedule,ROLLING_Schedule_Exp/Actual,SYNCHRONISATION_Schedule,SYNCHRONISATION_Schedule_Exp/Actual,FULL LOAD_Schedule,FULL LOAD_Schedule_Exp/Actual,CAPACITY ADDITION_Schedule,CAPACITY ADDITION_Schedule_Exp/Actual,COMMERCIAL OPERATION DECLARATION_Schedule,COMMERCIAL OPERATION DECLARATION_Schedule_Exp/Actual,TRIAL OPERATION COMPLETION_Schedule,TRIAL OPERATION COMPLETION_Schedule_Exp/Actual,HAND OVER_Schedule,HAND OVER_Schedule_Exp/Actual
208,NORTH KARANPURA UNIT-3 (3X660 MW),CENTRAL,660,28-02-2014,JHARKHAND,EPC,PSER,NTPC,28-02-2014,28-02-2014,N.A.,N.A.,N.A.,N.A.,28-06-2016,28-06-2017,N.A.,N.A.,28-12-2016,20-01-2018,28-11-2017,18-11-2022,28-06-2018,24-05-2023,N.A.,N.A.,28-05-2018,20-04-2023,28-06-2018,24-05-2023,28-07-2018,22-06-2023,28-08-2018,20-07-2023,N.A.,N.A.,28-03-2017,24-02-2022,28-05-2017,23-03-2022,28-04-2018,28-12-2022,28-05-2018,06-04-2023,28-06-2018,24-05-2023,28-07-2018,23-06-2023,N.A.,N.A.,28-10-2018,27-12-2023,28-11-2018,25-01-2024,28-11-2018,25-01-2024,28-11-2018,23-02-2024,28-01-2019,23-02-2024,N.A.,N.A.
209,NTPC TELANGANA (KARIMNAGAR) SG PKG. UNIT-1 (2X800 MW),CENTRAL,0,05-02-2016,TELANGANA,SG PKG + ASSCIATED CIVIL,PSWR,NTPC,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,05-04-2017,28-12-2017,N.A.,N.A.,04-01-2018,09-03-2019,05-11-2018,05-11-2021,15-03-2019,10-05-2022,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,05-05-2019,05-06-2022,05-06-2019,30-06-2022,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,05-08-2019,25-07-2022,05-10-2019,27-07-2022,05-11-2019,27-07-2022,N.A.,N.A.,05-11-2019,26-08-2022,05-12-2019,30-09-2022
210,NTPC TELANGANA (KARIMNAGAR) SG PKG. UNIT-2 (2X800 MW),CENTRAL,0,05-02-2016,TELANGANA,SG PKG + ASSCIATED CIVIL,PSWR,NTPC,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,05-10-2017,28-12-2017,N.A.,N.A.,04-07-2018,22-05-2019,05-05-2019,31-03-2022,15-09-2019,30-06-2022,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,05-11-2019,05-07-2022,05-12-2019,31-07-2022,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,05-02-2020,25-08-2022,05-04-2020,31-08-2022,05-05-2020,31-08-2022,N.A.,N.A.,05-05-2020,30-09-2022,05-06-2020,31-10-2022
211,PANKI TPS (1X660 MW),STATE,660,31-03-2018,UTTAR PRADESH,EPC,PSNR,UPRVUNL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,30-04-2019,21-04-2019,N.A.,N.A.,30-10-2019,23-02-2020,30-09-2020,17-12-2021,28-02-2021,30-06-2022,N.A.,N.A.,03-03-2021,15-07-2022,10-03-2021,23-07-2022,09-04-2021,26-08-2022,30-04-2021,25-09-2022,N.A.,N.A.,28-02-2020,28-08-2021,30-04-2020,04-10-2021,31-01-2021,10-07-2022,01-02-2021,06-04-2022,17-04-2021,30-09-2022,17-05-2021,20-10-2022,N.A.,N.A.,30-05-2021,28-10-2022,30-06-2021,31-12-2022,31-07-2021,31-01-2023,30-09-2021,31-01-2023,30-09-2021,31-03-2023,30-01-2022,30-06-2023
212,PATRATU (3X800 MW) UNIT-1,CENTRAL,800,08-03-2018,JHARKHAND,EPC,PSWR,PVUNL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,08-05-2019,27-08-2019,N.A.,N.A.,02-02-2020,18-03-2021,08-01-2021,30-09-2022,08-07-2021,30-04-2023,N.A.,N.A.,20-07-2021,20-05-2023,30-07-2021,30-05-2023,08-08-2021,08-06-2023,08-09-2021,08-07-2023,N.A.,N.A.,08-03-2020,31-03-2022,08-06-2020,31-03-2022,08-05-2021,28-02-2023,08-06-2021,31-03-2023,08-07-2021,30-04-2023,08-08-2021,31-05-2023,N.A.,N.A.,08-11-2021,30-01-2024,08-12-2021,15-02-2024,08-12-2021,28-02-2024,08-12-2021,30-03-2024,08-02-2022,30-03-2024,08-03-2022,30-04-2024
213,PATRATU (3X800 MW) UNIT-2,CENTRAL,800,08-03-2018,JHARKHAND,EPC,PSWR,PVUNL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,08-11-2019,30-12-2019,N.A.,N.A.,02-08-2020,13-05-2021,08-07-2021,30-11-2022,08-01-2022,30-06-2023,N.A.,N.A.,15-01-2022,15-07-2023,23-01-2022,25-07-2023,08-02-2022,08-08-2023,08-03-2022,08-09-2023,N.A.,N.A.,08-09-2020,31-05-2022,08-12-2020,31-05-2022,08-11-2021,30-04-2023,08-12-2021,31-05-2023,08-01-2022,30-06-2023,08-02-2022,31-07-2023,N.A.,N.A.,08-05-2022,30-03-2024,08-06-2022,25-04-2024,08-06-2022,30-04-2024,08-06-2022,31-05-2024,08-08-2022,31-05-2024,08-09-2022,29-06-2024
214,PATRATU (3X800 MW) UNIT-3,CENTRAL,800,08-03-2018,JHARKHAND,EPC,PSWR,PVUNL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,08-05-2020,22-01-2021,N.A.,N.A.,02-02-2021,31-01-2022,08-01-2022,31-03-2023,08-07-2022,31-10-2023,N.A.,N.A.,13-07-2022,13-12-2023,20-07-2022,31-12-2023,25-07-2022,08-01-2024,08-09-2022,31-01-2024,N.A.,N.A.,08-03-2021,30-09-2022,08-06-2021,30-09-2022,08-05-2022,30-09-2023,08-07-2022,31-10-2023,08-07-2022,30-11-2023,08-08-2022,31-12-2023,N.A.,N.A.,08-11-2022,31-05-2024,08-12-2022,29-06-2024,08-12-2022,31-10-2024,08-12-2022,31-10-2024,08-02-2023,31-10-2024,08-03-2023,30-11-2024
215,SAGARDIGHI TPEP UNIT-5 (1X660 MW),STATE,660,01-07-2020,WEST BENGAL,EPC,PSER,WBPDCL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,29-04-2021,28-04-2021,N.A.,N.A.,30-12-2021,28-02-2022,30-12-2022,01-10-2022,13-06-2023,15-04-2023,N.A.,N.A.,14-06-2023,15-04-2023,28-06-2023,30-04-2023,13-07-2023,10-05-2023,12-08-2023,24-06-2023,N.A.,N.A.,03-03-2022,04-02-2022,02-05-2022,23-03-2022,01-06-2023,09-04-2023,28-03-2023,16-02-2023,17-05-2023,02-04-2023,11-07-2023,04-05-2023,N.A.,N.A.,01-09-2023,15-07-2023,15-12-2023,15-10-2023,30-12-2023,30-10-2023,01-01-2024,30-10-2023,01-01-2024,30-10-2023,01-04-2024,01-04-2024
216,ROURKELA TPP (1X250 MW),CENTRAL,250,11-05-2016,ORISSA,EPC,PSER,NSPCL,11-05-2016,11-05-2016,N.A.,N.A.,N.A.,N.A.,10-02-2017,29-05-2017,08-06-2017,04-11-2017,N.A.,N.A.,08-01-2018,08-09-2018,10-04-2018,19-11-2020,N.A.,N.A.,06-05-2018,14-01-2021,10-05-2018,17-01-2021,25-05-2018,10-04-2021,10-06-2018,20-04-2021,N.A.,N.A.,10-09-2017,18-10-2018,10-09-2017,20-12-2018,10-05-2018,26-03-2021,16-05-2018,21-01-2021,10-06-2018,06-03-2021,10-07-2018,31-03-2021,N.A.,N.A.,10-08-2018,06-09-2021,10-09-2018,08-01-2022,10-10-2018,31-01-2022,10-10-2018,31-01-2022,10-10-2018,28-02-2022,N.A.,N.A.
217,TUTICORIN STG IV (1X525 MW),PRIVATE,525,24-02-2016,TAMILNADU,BTG,PSSR,MEGHA ENGINEERING & INFRASTRUCTURES LTD. (MEIL) ,24-02-2016,24-02-2016,N.A.,N.A.,N.A.,N.A.,06-11-2016,15-12-2016,05-04-2017,13-08-2017,N.A.,N.A.,20-01-2018,20-10-2018,17-09-2018,20-10-2020,N.A.,N.A.,30-09-2018,28-10-2020,09-10-2018,02-11-2020,20-10-2018,12-01-2021,18-11-2018,15-02-2021,N.A.,N.A.,25-08-2017,08-09-2017,01-10-2017,21-02-2018,27-07-2018,31-12-2020,12-08-2018,30-12-2019,01-10-2018,25-08-2020,25-10-2018,12-01-2021,N.A.,N.A.,13-02-2018,21-09-2021,08-01-2019,15-10-2021,08-01-2019,30-11-2021,08-01-2019,15-01-2022,08-01-2019,31-01-2022,N.A.,N.A.
218,UDANGUDI STPP UNIT-1 (2X660 MW),STATE,660,07-12-2017,TAMIL NADU,EPC,PSSR,TANGEDCO,07-12-2017,07-12-2017,N.A.,N.A.,20-04-2018,07-02-2019,27-09-2018,20-09-2019,N.A.,N.A.,09-02-2019,26-06-2021,27-02-2020,27-04-2022,09-07-2020,10-11-2022,N.A.,N.A.,23-07-2020,22-10-2022,30-07-2020,30-11-2022,13-08-2020,12-01-2023,03-09-2020,22-02-2023,N.A.,N.A.,15-08-2019,05-05-2022,N.A.,N.A.,30-07-2020,06-02-2023,30-07-2020,10-02-2023,17-09-2020,20-03-2023,15-10-2020,28-03-2023,N.A.,N.A.,10-12-2020,12-04-2023,07-01-2021,25-04-2023,07-01-2021,25-04-2023,15-01-2021,12-05-2023,25-02-2021,25-05-2023,08-04-2021,20-06-2023
219,UDANGUDI STPP UNIT-2 (2X660 MW),STATE,660,07-12-2017,TAMIL NADU,EPC,PSSR,TANGEDCO,07-12-2017,07-12-2017,N.A.,N.A.,20-06-2018,30-01-2019,27-11-2018,16-09-2019,N.A.,N.A.,09-04-2019,18-06-2021,27-04-2020,20-05-2022,09-09-2020,24-12-2022,N.A.,N.A.,23-09-2020,10-01-2023,30-09-2020,18-01-2023,13-10-2020,02-02-2023,03-11-2020,08-03-2023,N.A.,N.A.,15-10-2019,08-06-2022,N.A.,N.A.,30-09-2020,05-03-2023,01-10-2020,10-03-2023,17-11-2020,12-04-2023,15-12-2020,18-04-2023,N.A.,N.A.,10-02-2021,25-04-2023,07-03-2021,12-05-2023,07-03-2021,12-05-2023,15-03-2021,20-05-2023,25-04-2021,28-05-2023,08-06-2021,30-06-2023
220,UPPUR (2X800 MW) UNIT-1,STATE,800,03-08-2017,TAMILNADU,BTG & ITS CIVIL WORKS,PSSR,TANGEDCO,03-08-2017,03-08-2017,N.A.,N.A.,N.A.,N.A.,29-03-2018,10-07-2020,N.A.,N.A.,08-09-2018,,01-08-2019,,13-02-2020,,N.A.,N.A.,12-03-2020,,19-03-2020,,02-04-2020,,16-04-2020,,N.A.,N.A.,11-04-2019,,25-05-2019,,13-02-2020,,19-03-2020,,16-04-2020,,02-04-2020,,N.A.,N.A.,07-05-2020,,03-06-2020,,06-06-2020,,06-06-2020,,06-07-2020,,02-02-2021,
221,UPPUR (2X800 MW) UNIT-2,STATE,800,03-08-2017,TAMILNADU,BTG & ITS CIVIL WORKS,PSSR,TANGEDCO,03-08-2017,03-08-2017,N.A.,N.A.,N.A.,N.A.,14-05-2018,25-09-2019,N.A.,N.A.,14-10-2018,,01-10-2019,,14-04-2020,,N.A.,N.A.,13-05-2020,,20-05-2020,,31-05-2020,,14-06-2020,,N.A.,N.A.,09-06-2019,,23-06-2019,,14-04-2020,,21-04-2020,,21-05-2020,,31-05-2020,,N.A.,N.A.,06-07-2020,,31-07-2020,,03-08-2020,,03-08-2020,,03-09-2020,,02-02-2021,
222,VIJAYAWADA DR NTTPS STAGE-V (1X800MW),STATE,800,15-12-2015,ANDHRA PRADESH,BTG,PSSR,APGENCO (ANDHRA PRADESH POWER GENERATION CORP LTD),15-12-2015,15-12-2015,N.A.,N.A.,N.A.,N.A.,25-10-2016,22-05-2017,N.A.,N.A.,06-04-2017,27-12-2017,27-03-2018,03-03-2019,11-12-2018,28-12-2019,N.A.,N.A.,12-12-2018,02-03-2020,25-12-2018,13-03-2020,27-12-2018,03-04-2021,20-01-2019,01-06-2021,N.A.,N.A.,26-08-2017,22-08-2018,23-11-2017,03-10-2018,14-11-2018,05-06-2020,30-11-2018,17-06-2020,14-01-2019,18-11-2020,14-02-2019,22-02-2021,N.A.,N.A.,14-03-2019,07-12-2021,30-04-2019,28-02-2022,14-06-2019,28-02-2022,14-06-2019,28-02-2022,14-06-2019,28-02-2022,N.A.,N.A.
223,YADADRI TPS (5X800 MW) UNIT-1,STATE,800,17-10-2017,TELANGANA,EPC,PSSR,TSGENCO,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,01-07-2018,08-01-2020,N.A.,N.A.,15-12-2018,20-03-2021,31-10-2019,31-03-2022,15-04-2020,30-07-2022,N.A.,N.A.,10-05-2020,15-08-2022,15-05-2020,20-08-2022,10-06-2020,15-09-2022,10-07-2020,30-10-2022,N.A.,N.A.,18-03-2019,25-10-2021,17-04-2019,20-12-2021,16-05-2020,30-05-2022,16-04-2020,25-04-2022,16-06-2020,25-06-2022,01-07-2020,30-09-2022,N.A.,N.A.,16-07-2020,30-10-2022,N.A.,N.A.,16-09-2020,28-02-2023,16-09-2020,28-02-2023,16-10-2020,31-03-2023,N.A.,N.A.
224,YADADRI TPS (5X800 MW) UNIT-2,STATE,800,17-10-2017,TELANGANA,EPC,PSSR,TSGENCO,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,01-07-2018,30-07-2020,N.A.,N.A.,15-12-2018,31-03-2021,31-10-2019,30-03-2022,15-04-2020,30-09-2022,N.A.,N.A.,01-04-2020,10-10-2022,15-04-2020,15-10-2022,10-06-2020,15-11-2022,10-07-2020,28-11-2022,N.A.,N.A.,18-03-2019,31-01-2022,17-04-2019,31-01-2022,16-05-2020,30-07-2022,16-04-2020,25-06-2022,16-06-2020,25-08-2022,01-07-2020,30-10-2022,N.A.,N.A.,16-07-2020,31-12-2022,N.A.,N.A.,16-09-2020,31-03-2023,16-09-2020,30-03-2023,16-10-2020,30-04-2023,N.A.,N.A.
225,YADADRI TPS (5X800 MW) UNIT-3,STATE,800,17-10-2017,TELANGANA,EPC,PSSR,TSGENCO,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,01-03-2019,19-03-2020,N.A.,N.A.,15-08-2019,11-04-2021,30-06-2020,31-05-2022,15-12-2020,30-11-2022,N.A.,N.A.,01-01-2021,01-12-2022,15-01-2021,05-12-2022,10-02-2021,06-12-2022,10-03-2021,29-12-2022,N.A.,N.A.,18-11-2019,31-01-2022,17-12-2019,31-01-2022,16-01-2021,30-08-2022,16-12-2020,25-10-2022,16-02-2021,25-12-2023,01-03-2021,30-12-2022,N.A.,N.A.,16-03-2021,31-01-2023,N.A.,N.A.,16-09-2021,30-04-2023,19-09-2021,30-04-2023,16-10-2021,31-05-2023,N.A.,N.A.
226,YADADRI TPS (5X800 MW) UNIT-4,STATE,800,17-10-2017,TELANGANA,EPC,PSSR,TSGENCO,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,01-03-2019,30-07-2020,N.A.,N.A.,15-08-2019,10-06-2021,30-06-2020,31-07-2022,15-12-2020,01-01-2023,N.A.,N.A.,01-01-2021,09-12-2023,15-01-2021,15-12-2023,10-02-2021,30-12-2023,10-03-2021,31-01-2023,N.A.,N.A.,18-11-2019,28-02-2022,17-12-2020,28-02-2022,16-01-2021,31-10-2022,16-12-2020,25-10-2022,16-02-2021,25-12-2022,01-03-2021,30-01-2023,N.A.,N.A.,16-03-2021,30-03-2023,N.A.,N.A.,16-05-2021,30-05-2023,19-09-2021,30-05-2023,16-10-2021,30-06-2023,N.A.,N.A.
227,YADADRI TPS (5X800 MW) UNIT-5,STATE,800,17-10-2017,TELANGANA,EPC,PSSR,TSGENCO,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,01-07-2019,14-08-2020,N.A.,N.A.,15-12-2019,07-09-2021,31-10-2020,30-09-2022,15-04-2021,31-03-2023,N.A.,N.A.,01-05-2021,25-01-2023,15-05-2021,31-01-2023,10-06-2021,28-02-2023,10-07-2021,30-03-2023,N.A.,N.A.,18-03-2020,31-03-2022,17-04-2020,20-01-2022,16-05-2021,30-11-2022,16-04-2021,25-12-2022,16-06-2021,25-02-2023,01-07-2021,31-01-2023,N.A.,N.A.,16-07-2021,31-05-2023,N.A.,N.A.,16-09-2021,30-06-2023,19-09-2021,30-06-2023,16-10-2021,30-06-2023,N.A.,N.A.
228,CHANDWA PH-I UNIT-1 (2X270MW ),PRIVATE,270,07-01-2010,JHARKHAND,BTG,PSER,ABHIJEET PROJECTS LIMITED,N.A.,N.A.,31-08-2010,31-08-2010,N.A.,N.A.,31-10-2010,05-10-2010,30-04-2011,03-04-2011,N.A.,N.A.,30-11-2011,26-12-2011,30-04-2012,,N.A.,N.A.,05-05-2012,,15-05-2012,,01-06-2012,,30-06-2012,,N.A.,N.A.,31-05-2011,26-05-2011,31-07-2011,27-07-2011,29-02-2012,,01-03-2012,,15-03-2012,,31-03-2012,,N.A.,N.A.,07-07-2012,,07-09-2012,,N.A.,N.A.,07-09-2012,,07-09-2012,,N.A.,N.A.
229,CHANDWA PH-I UNIT-2 (2X270MW ),PRIVATE,270,07-01-2010,JHARKHAND,BTG,PSER,ABHIJEET PROJECTS LIMITED,N.A.,N.A.,31-08-2010,31-08-2010,N.A.,N.A.,31-01-2011,19-12-2010,31-07-2011,19-07-2011,N.A.,N.A.,29-02-2012,24-08-2012,31-07-2012,,N.A.,N.A.,05-08-2012,,16-08-2012,,25-08-2012,,30-09-2012,,N.A.,N.A.,31-08-2011,24-08-2011,31-10-2011,18-09-2011,31-05-2012,,01-06-2012,,15-06-2012,,30-06-2012,,N.A.,N.A.,07-10-2012,,07-12-2012,,N.A.,N.A.,07-12-2012,,07-12-2012,,N.A.,N.A.
230,CHANDWA PH-II UNIT-3 (2X270MW ),PRIVATE,270,29-06-2010,JHARKHAND,BTG,PSER,ABHIJEET PROJECTS LIMITED,29-06-2010,29-06-2010,31-01-2011,31-08-2010,N.A.,N.A.,31-03-2011,21-06-2011,30-09-2011,21-12-2011,N.A.,N.A.,30-04-2012,,30-09-2012,,N.A.,N.A.,05-10-2012,,20-10-2012,,30-10-2012,,30-11-2012,,N.A.,N.A.,31-10-2011,,31-12-2011,,31-07-2012,,14-08-2012,,31-08-2012,,31-08-2012,,N.A.,N.A.,29-12-2012,,28-02-2013,,N.A.,N.A.,28-02-2013,,28-02-2013,,N.A.,N.A.
231,CHANDWA PH-II UNIT-4 (2X270MW ),PRIVATE,270,29-06-2010,JHARKHAND,BTG,PSER,ABHIJEET PROJECTS LIMITED,29-06-2010,29-06-2010,31-01-2011,31-08-2010,N.A.,N.A.,30-06-2011,26-07-2011,31-12-2011,30-04-2012,N.A.,N.A.,31-07-2012,,31-12-2012,,N.A.,N.A.,05-01-2013,,10-01-2013,,01-02-2013,,28-02-2013,,N.A.,N.A.,31-01-2012,,31-03-2012,,31-10-2012,,15-11-2012,,30-11-2012,,30-11-2012,,N.A.,N.A.,29-03-2013,,29-05-2013,,N.A.,N.A.,29-05-2013,,29-05-2013,,N.A.,N.A.
232,AMRAVATI TPP PH-II UNIT-6 (5 X 270 MW),PRIVATE,270,11-10-2010,MAHARASHTRA,BTG,PSWR,INDIA BULLS,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-06-2011,23-11-2011,11-10-2011,,N.A.,N.A.,11-07-2012,,11-10-2012,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-02-2012,,N.A.,N.A.,11-12-2012,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-01-2013,,11-04-2013,,N.A.,N.A.,11-04-2013,,11-04-2013,,N.A.,N.A.
233,AMRAVATI TPP PH-II UNIT-7 (5 X 270 MW),PRIVATE,270,11-10-2010,MAHARASHTRA,BTG,PSWR,INDIA BULLS,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-08-2011,31-01-2012,11-12-2011,,N.A.,N.A.,11-09-2012,,11-12-2012,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-04-2012,,N.A.,N.A.,11-02-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-03-2013,,11-06-2013,,N.A.,N.A.,11-06-2013,,11-06-2013,,N.A.,N.A.
234,AMRAVATI TPP PH-II UNIT-8 (5 X 270 MW),PRIVATE,270,11-10-2010,MAHARASHTRA,BTG,PSWR,INDIA BULLS,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-10-2011,,11-02-2012,,N.A.,N.A.,11-11-2012,,11-02-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-06-2012,,N.A.,N.A.,11-04-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-05-2013,,11-08-2013,,N.A.,N.A.,11-08-2013,,11-08-2013,,N.A.,N.A.
235,AMRAVATI TPP PH-II UNIT-9 (5 X 270 MW),PRIVATE,270,11-10-2010,MAHARASHTRA,BTG,PSWR,INDIA BULLS,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-12-2011,,12-04-2012,,N.A.,N.A.,11-01-2013,,11-04-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-08-2012,,N.A.,N.A.,11-06-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-07-2013,,11-10-2013,,N.A.,N.A.,11-10-2013,,11-10-2013,,N.A.,N.A.
236,AMRAVATI UNIT #10 (PH-II) (5 X 270 MW),PRIVATE,270,11-10-2010,MAHARASHTRA,BTG,PSWR,INDIA BULLS,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-02-2012,,11-06-2012,,N.A.,N.A.,11-03-2013,,11-06-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-10-2012,,N.A.,N.A.,11-08-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11-09-2013,,11-12-2013,,N.A.,N.A.,11-12-2013,,11-12-2013,,N.A.,N.A.
237,KAIZEN TPS (ABHIJEET GROUP) VIZAG ( 1X300 MW),PRIVATE,300,12-03-2012,AHDHRA PRADESH,BTG,PSER,ABHIJEET GROUP,12-03-2012,12-03-2012,12-07-2012,,N.A.,N.A.,12-09-2012,,02-02-2013,,N.A.,N.A.,12-09-2013,,12-01-2014,,N.A.,N.A.,,,12-02-2014,,,,12-04-2014,,N.A.,N.A.,12-04-2013,,12-05-2013,,31-01-2014,,,,12-04-2014,,12-05-2014,,N.A.,N.A.,12-06-2014,,13-08-2014,,N.A.,N.A.,12-08-2014,,12-07-2014,,N.A.,N.A.
238,MPCL MALIBRAHAMANI UNIT-1 (2 X 525 MW),PRIVATE,525,12-06-2009,ORISSA,BTG,PSSR,MONNET POWER CO LTD,N.A.,N.A.,10-11-2009,10-11-2009,N.A.,N.A.,13-03-2010,03-08-2011,10-08-2010,24-03-2012,N.A.,N.A.,14-06-2011,03-04-2013,05-03-2012,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,04-04-2012,,03-05-2012,,N.A.,N.A.,08-04-2011,10-10-2012,08-06-2011,28-01-2013,24-01-2012,,13-02-2012,,13-03-2012,,11-04-2012,,N.A.,N.A.,07-05-2012,,05-07-2012,,N.A.,N.A.,05-07-2012,,05-07-2012,,N.A.,N.A.
239,MPCL MALIBRAHAMANI UNIT-2 (2 X 525 MW),PRIVATE,525,12-06-2009,ORISSA,BTG,PSSR,MONNET POWER CO LTD,N.A.,N.A.,10-11-2009,10-11-2009,N.A.,N.A.,13-06-2010,10-10-2011,10-11-2010,20-07-2012,N.A.,N.A.,14-09-2011,,05-06-2012,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,04-07-2012,,03-08-2012,,N.A.,N.A.,08-07-2011,07-02-2013,08-09-2011,,23-04-2012,,13-05-2012,,13-06-2012,,10-07-2012,,N.A.,N.A.,05-08-2012,,03-10-2012,,N.A.,N.A.,03-10-2012,,03-10-2012,,N.A.,N.A.
240,NASIK INDIA BULLS PH-II UNIT-6 (5 X 270 MW ),PRIVATE,270,08-10-2010,MAHARASHTRA,BTG,PSWR,INDIA BULLS,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,08-10-2011,,08-08-2012,,N.A.,N.A.,N.A.,N.A.,08-04-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,08-06-2012,,N.A.,N.A.,08-06-2013,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,08-05-2013,,08-07-2013,,N.A.,N.A.,08-07-2013,,08-07-2013,,N.A.,N.A.
241,NASIK INDIA BULLS PH-II UNIT-7 (5 X 270 MW ),PRIVATE,270,08-10-2010,MAHARASHTRA,BTG,PSWR,INDIA BULLS,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,30-12-2011,,30-04-2012,,N.A.,N.A.,,,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,08-08-2013,,08-10-2013,,N.A.,N.A.,08-10-2013,,08-10-2013,,N.A.,N.A.
